wbType,wbParent,wbParentStart,wbLevel,wbStatus,wbExceptionType,wbFinalExec,wbStart,wbDurationSec,wbDurationHrs,wbHandleError,message,level,wbPath,wbKey,configError,optionalInfo
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:26,1.4726457,0.00040906825,Failed,Transaction Number 11. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,1d578e6d2da2e5562727a0c6e83b2ba9,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:27,0.5121765,0.000142549138888889,Failed,Transaction Number 12. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,0eaf9a42fd8081303f9b908b94e1b52c,False,No info
ProcessApps,Process,03/01/2018 16:23:28,4,Successful,,True,03/01/2018 16:23:28,1.0366264,0.000288229833333333,Rethrow,"TransactionNumber 12, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,ae6116eb0584655896151f45e63f62c4,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:28,1.701665,0.000472684722222222,Failed,Transaction Number 12. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,bf87713820aee26d314118e74d8a81f6,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:30,0.5160331,0.000143620027777778,Failed,Transaction Number 13. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,37af2baf14d1b0eb106a3f5a84b9a72b,False,No info
ProcessApps,Process,03/01/2018 16:23:30,4,Successful,,True,03/01/2018 16:23:30,1.2876733,0.000357687027777778,Rethrow,"TransactionNumber 13, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,b5657b4d1004756251df21ba3002a560,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:30,1.9507031,0.000541861972222222,Failed,Transaction Number 13. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,bc8b1921f735ed0aec21eeeec9cb5e01,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:32,0.5129978,0.000142499388888889,Failed,Transaction Number 14. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,80e545158731c6c5641849ed799f12ee,False,No info
ProcessApps,Process,03/01/2018 16:23:33,4,Successful,,True,03/01/2018 16:23:33,0.8357632,0.000232433444444444,Rethrow,"TransactionNumber 14, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,dd11d315764460596931f1fda94fc50c,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:33,1.4907642,0.000414378944444444,Failed,Transaction Number 14. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,cbf3e6de57e09ac136a9f5b17f7854f2,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:34,0.5180318,0.000143897722222222,Failed,Transaction Number 15. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,08996b8a733c6865bc557e0dfbe24843,False,No info
ProcessApps,Process,03/01/2018 16:23:35,4,Successful,,True,03/01/2018 16:23:35,1.0932518,0.000303681055555556,Rethrow,"TransactionNumber 15, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,078e8c5b8f1d3a86fd855fca19952e5a,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:35,1.7542441,0.000487290027777778,Failed,Transaction Number 15. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,66cd643cc4f2b086c4ff297d048cf4ca,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:36,0.5160286,0.000143341277777778,Failed,Transaction Number 16. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,cfc10c73413bc3425288381b9b35518f,False,No info
ProcessApps,Process,03/01/2018 16:23:37,4,Successful,,True,03/01/2018 16:23:37,0.9834665,0.0002734635,Rethrow,"TransactionNumber 16, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,87d564f6e0762a756ed49f1e42c761b1,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:37,1.6564661,0.000460129472222222,Failed,Transaction Number 16. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,2ddca509537d1de802457c10e4e69a4d,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:38,0.5124823,0.000142356194444444,Failed,Transaction Number 17. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,32262902be240de0a82d1a4fbef90dd6,False,No info
ProcessApps,Process,03/01/2018 16:23:39,4,Successful,,True,03/01/2018 16:23:39,4.2211108,0.00117253077777778,Rethrow,"TransactionNumber 17, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,ba79a6ce4422e01c8defc07f2f207b7a,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:39,4.7014213,0.00130595036111111,Failed,Transaction Number 17. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,90560b55b8ea6dc6dae3e71da22545da,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:44,0.3190121,8.86144722222222E-05,Failed,Transaction Number 18. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,123ce1b546068e34864d5d0d98af8d09,False,No info
ProcessApps,Process,03/01/2018 16:23:44,4,Successful,,True,03/01/2018 16:23:44,0.6864267,0.000190952944444444,Rethrow,"TransactionNumber 18, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,fa251eb6ddc2b4eaeb6e81b38069cb3b,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:44,1.0936012,0.000304056694444444,Failed,Transaction Number 18. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,cb99a9e74aab2c8df7d5b86d0fae8955,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:45,0.3205506,8.93195E-05,Failed,Transaction Number 19. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,3a4a0c947d13fb5e71e87b3fad738331,False,No info
ProcessApps,Process,03/01/2018 16:23:45,4,Successful,,True,03/01/2018 16:23:46,0.8510464,0.000236679861111111,Rethrow,"TransactionNumber 19, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,56f6d30846b4ea1b0ea06304324462f5,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:45,1.2560459,0.000349179444444444,Failed,Transaction Number 19. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,03394481512d7c64df08154553c28a09,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:47,0.3360037,9.33343611111111E-05,Failed,Transaction Number 20. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,1dae3e7963f2594d4d3cce8175327194,False,No info
ProcessApps,Process,03/01/2018 16:23:47,4,Successful,,True,03/01/2018 16:23:47,0.7357272,0.000204368666666667,Rethrow,"TransactionNumber 20, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,88802dfb7d798dd336ab0c3b3dd5a7e2,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:47,1.1617586,0.000322710722222222,Failed,Transaction Number 20. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,d1ee471e12419ab7ffe0d2e0ae6a166c,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:48,0.3269048,9.108475E-05,Failed,Transaction Number 21. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,e4afb71b99cb26550693371afc275360,False,No info
ProcessApps,Process,03/01/2018 16:23:49,4,Successful,,True,03/01/2018 16:23:49,0.7800793,0.000216688694444444,Rethrow,"TransactionNumber 21, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,4d062f8c8ffb26de4f8f625f578e8f6c,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:49,1.1741091,0.000326419194444444,Failed,Transaction Number 21. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,00e98c25db14acb0e1fd0cd3ddb9cc84,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:50,0.3287835,9.132875E-05,Failed,Transaction Number 22. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,bb95b580e57036fe6f23356e25a334fa,False,No info
ProcessApps,Process,03/01/2018 16:23:50,4,Successful,,True,03/01/2018 16:23:50,1.4356516,0.000398792111111111,Rethrow,"TransactionNumber 22, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,3cab7e7d9ba29e145dcbe2b42b1c7e32,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:50,1.849064,0.000513628888888889,Failed,Transaction Number 22. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,95c841cb54222f41e220bb60c8c46028,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:52,0.3236441,8.99011388888889E-05,Failed,Transaction Number 23. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,49a62adedf0b4f5b14ab1e65eb92dbfa,False,No info
ProcessApps,Process,03/01/2018 16:23:52,4,Successful,,True,03/01/2018 16:23:52,0.7917636,0.000219934333333333,Rethrow,"TransactionNumber 23, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,80b52f281e79600850b7dfcc8d252a14,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:52,1.1867987,0.000329944166666667,Failed,Transaction Number 23. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,d8c53e3cfeafd2832aa12d5ef90fcb8b,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:53,0.3280007,9.13891666666667E-05,Failed,Transaction Number 24. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,143da235a4957fae42dc7fc85ae7d3bc,False,No info
ProcessApps,Process,03/01/2018 16:23:54,4,Successful,,True,03/01/2018 16:23:54,0.8048711,0.000223853388888889,Rethrow,"TransactionNumber 24, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,79692c571ac4ad94b24754da07035162,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:54,1.229575,0.000341548611111111,Failed,Transaction Number 24. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,01e355f19e2308a32f7f66c1c51335b3,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:55,0.341,9.47222222222222E-05,Failed,Transaction Number 25. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,914c029108609d34b6db5be4579b03ca,False,No info
ProcessApps,Process,03/01/2018 16:23:55,4,Successful,,True,03/01/2018 16:23:55,0.6485534,0.000180431222222222,Rethrow,"TransactionNumber 25, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,9c6f20ec0fce8ed9b75e2fc67a5f7bbc,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:55,1.061599,0.000294888611111111,Failed,Transaction Number 25. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,918943aff01daa8c8cba12fb6674ab34,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:56,0.3302218,9.17282777777778E-05,Failed,Transaction Number 26. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,95752233ac34b85b49b8ba172ec784ea,False,No info
ProcessApps,Process,03/01/2018 16:23:57,4,Successful,,True,03/01/2018 16:23:57,0.8976983,0.000249639222222222,Rethrow,"TransactionNumber 26, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,3bc72504a9b43c99720a497f9bf01849,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:57,1.3200524,0.000366681222222222,Failed,Transaction Number 26. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,deebdf1093d88f0133d48ea53613f390,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:58,0.32007,8.91861944444444E-05,Failed,Transaction Number 27. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,ef5871718e13333805ff577c3f6deb7f,False,No info
ProcessApps,Process,03/01/2018 16:23:58,4,Successful,,True,03/01/2018 16:23:58,0.7497324,0.000208527388888889,Rethrow,"TransactionNumber 27, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,f12ef0831f87d81afd72c2445364a13b,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:23:58,1.1688437,0.000324956694444444,Failed,Transaction Number 27. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,a78b32c26561332b3b84cba15170becb,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:24:00,0.3389988,9.41663333333333E-05,Failed,Transaction Number 28. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,593406a381a13d2ed8abbdcb2af15309,False,No info
ProcessApps,Process,03/01/2018 16:24:00,4,Successful,,True,03/01/2018 16:24:00,0.826518,0.000229588333333333,Rethrow,"TransactionNumber 28, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,cccc8302edc2eaa5dab08f9ddbd9eaf6,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:24:00,1.2497224,0.000347422805555556,Failed,Transaction Number 28. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,39b596f3e7520ab2f178475a6e5d11ea,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:24:01,0.3268219,9.07838611111111E-05,Failed,Transaction Number 29. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,8eb22a2a5f2acc4559e3e3ddef4dabec,False,No info
ProcessApps,Process,03/01/2018 16:24:01,4,Successful,,True,03/01/2018 16:24:02,0.7603447,0.000211206861111111,Rethrow,"TransactionNumber 29, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,a4fd60c4c396b070ddf673525d787688,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:24:01,1.1551347,0.00032087075,Failed,Transaction Number 29. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,187679eda9817d4f922d3e87e0018d6e,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:24:03,0.3332487,9.28381388888889E-05,Failed,Transaction Number 30. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,39af13b1c045a1bd71defcc61fb25553,False,No info
ProcessApps,Process,03/01/2018 16:24:03,4,Successful,,True,03/01/2018 16:24:03,0.8317811,0.000231327611111111,Rethrow,"TransactionNumber 30, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,812d84be4b6f78058526f9f44e708be5,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:24:03,1.2458888,0.000346358,Failed,Transaction Number 30. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,1cb31efdea772b0f43a352b3235acf22,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:24:04,0.3160329,8.80646944444444E-05,Failed,Transaction Number 31. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,3c90e82f5092c8d8ad09e2552b2dfcae,False,No info
ProcessApps,Process,03/01/2018 16:24:05,4,Successful,,True,03/01/2018 16:24:05,1.4015186,0.000389588611111111,Rethrow,"TransactionNumber 31, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,e27c8830b114be9e52a41d52f992e841,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:24:05,1.8061599,0.000501711083333333,Failed,Transaction Number 31. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,b994bcd933d7f1ecf293d49e0c50e9f5,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:24:06,0.338001,9.38891666666667E-05,Failed,Transaction Number 32. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,97a0fa352017ac1e3fe0b55122d78b19,False,No info
ProcessApps,Process,03/01/2018 16:24:07,4,Successful,,True,03/01/2018 16:24:07,0.5804927,0.00016152525,Rethrow,"TransactionNumber 32, RetryNumber 0. Work Block ProcessApps successful",Info,MainTask|Init|FirstRunTask|Process|ProcessApps,7217dc5ab06dc42fe779c7bcee67fdf6,False,No info
Process,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:24:07,0.9832665,0.000273129583333333,Failed,Transaction Number 32. Work Block Process successful,Info,MainTask|Init|FirstRunTask|Process,a4ed0828004ac07a6ca446c9561e0a4c,False,No info
GetData,FirstRunTask,03/01/2018 16:23:07,3,Successful,,True,03/01/2018 16:24:08,0.3117055,8.65848611111111E-05,Failed,Transaction Number 33. Work Block GetData successful,Info,MainTask|Init|FirstRunTask|GetData,c9bad973dd401dc1066f07e2c4669973,False,No info
